ano_aih,uf_sigla,nome_municipio,regiao_nome,numero_habitantes,qtd_total,vl_total,vl_02,vl_03,vl_04,vl_05,vl_07,vl_0409,vl_0415,vl_0304,vl_0201,vl_0202
2019,AC,Acrelândia                      ,Norte,,676.0,32282.01,1.26,30560.56,,,,,,,,
2019,AC,Assis Brasil                    ,Norte,,437.0,37872.15,,37872.15,,,,,,,,
2019,AC,Brasiléia                       ,Norte,,17952.0,752129.2,7935.7,433329.63,293483.31,,,4700.61,521.77,826.74,,5.0
2019,AC,Bujari                          ,Norte,,,,,,,,,,,,,
2019,AC,Capixaba                        ,Norte,,,,,,,,,,,,,
2019,AC,Cruzeiro do Sul                 ,Norte,,148094.0,4073569.78,149096.68,1873553.45,1685991.46,,83360.66,80552.44,17875.33,1621.46,318.23,
2019,AC,Epitaciolândia                  ,Norte,,,,,,,,,,,,,
2019,AC,Feijó                           ,Norte,,1675.0,97126.6,1.0,64103.1,27286.5,,,,,,,
2019,AC,Jordão                          ,Norte,,,,,,,,,,,,,
2019,AC,Mâncio Lima                     ,Norte,,1196.0,34618.94,,32626.94,,,,,,,,
2019,AC,Manoel Urbano                   ,Norte,,2704.0,97010.28,80.0,92610.28,,,,,,,,
2019,AC,Marechal Thaumaturgo            ,Norte,,342.0,35631.3,,34071.3,,,,,,,,
2019,AC,Plácido de Castro               ,Norte,,4434.0,169829.93,17.0,159248.69,5109.96,,,,,137.79,,5.0
2019,AC,Porto Acre                      ,Norte,,,,,,,,,,,,,
2019,AC,Porto Walter                    ,Norte,,,,,,,,,,,,,
2019,AC,Rio Branco                      ,Norte,,619694.0,24792404.38,409121.96,6787816.88,8388070.7,958970.96,946691.88,308691.21,148184.09,191959.5,14843.52,1561.0
2019,AC,Rodrigues Alves                 ,Norte,,824.0,51600.46,,48992.46,,,,,,,,
2019,AC,Santa Rosa do Purus             ,Norte,,452.0,33290.35,,31858.35,,,,,,,,
2019,AC,Senador Guiomard                ,Norte,,4011.0,118271.45,,112007.45,,,,,,696.87,,
2019,AC,Sena Madureira                  ,Norte,,21307.0,700238.23,505.0,561011.93,98057.27,,,,,461.78,,
2019,AC,Tarauacá                        ,Norte,,14904.0,840937.16,580.8,561790.21,253574.15,,,,,741.63,,
2019,AC,Xapuri                          ,Norte,,8840.0,178132.22,,164924.22,,,,,,,,
2019,AL,Água Branca                     ,Nordeste,,790.0,110955.52,,110547.52,,,,,,1102.32,,
2019,AL,Anadia                          ,Nordeste,,,,,,,,,,,,,
2019,AL,Arapiraca                       ,Nordeste,,1349377.0,38773809.36,788744.43,13576823.91,11612709.62,121613.01,2782640.7,511296.02,265021.27,752869.38,1880.1,504.0
2019,AL,Atalaia                         ,Nordeste,,1048.0,124763.8,238.0,123589.8,,,,,,,,
2019,AL,Barra de Santo Antônio          ,Nordeste,,,,,,,,,,,,,
2019,AL,Barra de São Miguel             ,Nordeste,,,,,,,,,,,,,
2019,AL,Batalha                         ,Nordeste,,2625.0,555683.1,,153536.42,398362.68,,,186449.15,,,,
2019,AL,Belém                           ,Nordeste,,,,,,,,,,,,,
2019,AL,Belo Monte                      ,Nordeste,,,,,,,,,,,,,
2019,AL,Boca da Mata                    ,Nordeste,,849.0,55773.02,,53356.64,,,,,,,,
2019,AL,Branquinha                      ,Nordeste,,,,,,,,,,,,,
2019,AL,Cacimbinhas                     ,Nordeste,,,,,,,,,,,,,
2019,AL,Cajueiro                        ,Nordeste,,,,,,,,,,,,,
2019,AL,Campestre                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Campo Alegre                    ,Nordeste,,1908.0,150963.86,,145539.86,,,,,,505.23,,
2019,AL,Campo Grande                    ,Nordeste,,,,,,,,,,,,,
2019,AL,Canapi                          ,Nordeste,,,,,,,,,,,,,
2019,AL,Capela                          ,Nordeste,,2281.0,144509.79,,131831.77,6066.02,,,4285.72,,,,
2019,AL,Carneiros                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Chã Preta                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Coité do Nóia                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Colônia Leopoldina              ,Nordeste,,211.0,49730.17,,48922.17,,,,,,,,
2019,AL,Coqueiro Seco                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Coruripe                        ,Nordeste,,144371.0,8491565.38,5818.4,1244060.28,3660835.21,,79809.77,108254.23,601360.91,,188.26,9.0
2019,AL,Craíbas                         ,Nordeste,,193.0,42566.4,,42566.4,,,,,,,,
2019,AL,Delmiro Gouveia                 ,Nordeste,,5136.0,439174.32,,276976.08,155934.24,,,25640.04,,,,
2019,AL,Dois Riachos                    ,Nordeste,,,,,,,,,,,,,
2019,AL,Estrela de Alagoas              ,Nordeste,,,,,,,,,,,,,
2019,AL,Feira Grande                    ,Nordeste,,,,,,,,,,,,,
2019,AL,Feliz Deserto                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Flexeiras                       ,Nordeste,,590.0,46474.07,,46474.07,,,,,,125.89,,
2019,AL,Girau do Ponciano               ,Nordeste,,,,,,,,,,,,,
2019,AL,Ibateguara                      ,Nordeste,,162.0,35915.4,,35915.4,,,,,,,,
2019,AL,Igaci                           ,Nordeste,,,,,,,,,,,,,
2019,AL,Igreja Nova                     ,Nordeste,,,,,,,,,,,,,
2019,AL,Inhapi                          ,Nordeste,,,,,,,,,,,,,
2019,AL,Jacaré dos Homens               ,Nordeste,,,,,,,,,,,,,
2019,AL,Jacuípe                         ,Nordeste,,,,,,,,,,,,,
2019,AL,Japaratinga                     ,Nordeste,,,,,,,,,,,,,
2019,AL,Jaramataia                      ,Nordeste,,,,,,,,,,,,,
2019,AL,Jequiá da Praia                 ,Nordeste,,,,,,,,,,,,,
2019,AL,Joaquim Gomes                   ,Nordeste,,2149.0,111022.19,,106406.19,,,,,,183.72,,
2019,AL,Jundiá                          ,Nordeste,,,,,,,,,,,,,
2019,AL,Junqueiro                       ,Nordeste,,4853.0,190944.48,,180978.99,,,,,,2010.38,,
2019,AL,Lagoa da Canoa                  ,Nordeste,,,,,,,,,,,,,
2019,AL,Limoeiro de Anadia              ,Nordeste,,,,,,,,,,,,,
2019,AL,Maceió                          ,Nordeste,,2295904.0,112435166.39,3188954.43,38502657.36,37533060.73,480933.58,12526294.2,2018459.0,1660611.0,2931963.41,28899.66,16203.0
2019,AL,Major Isidoro                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Maragogi                        ,Nordeste,,807.0,107463.8,,105085.8,,,,,,,,
2019,AL,Maravilha                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Marechal Deodoro                ,Nordeste,,,,,,,,,,,,,
2019,AL,Maribondo                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Mar Vermelho                    ,Nordeste,,,,,,,,,,,,,
2019,AL,Mata Grande                     ,Nordeste,,2370.0,98810.02,62.15,93947.87,,,,,,317.33,,
2019,AL,Matriz de Camaragibe            ,Nordeste,,170.0,49292.87,,49292.87,,,,,,,,
2019,AL,Messias                         ,Nordeste,,,,,,,,,,,,,
2019,AL,Minador do Negrão               ,Nordeste,,,,,,,,,,,,,
2019,AL,Monteirópolis                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Murici                          ,Nordeste,,3967.0,109169.66,,106291.97,741.69,,,,,,,
2019,AL,Novo Lino                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Olho d'Água das Flores          ,Nordeste,,,,,,,,,,,,,
2019,AL,Olho d'Água do Casado           ,Nordeste,,,,,,,,,,,,,
2019,AL,Olho d'Água Grande              ,Nordeste,,,,,,,,,,,,,
2019,AL,Olivença                        ,Nordeste,,,,,,,,,,,,,
2019,AL,Ouro Branco                     ,Nordeste,,,,,,,,,,,,,
2019,AL,Palestina                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Palmeira dos Índios             ,Nordeste,,88736.0,6380940.23,121877.09,1615840.69,2377111.3,,145881.63,338892.97,3776.33,3746.74,,158.0
2019,AL,Pão de Açúcar                   ,Nordeste,,2156.0,198052.28,,138076.49,59975.79,,,4581.41,,137.79,,
2019,AL,Pariconha                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Paripueira                      ,Nordeste,,,,,,,,,,,,,
2019,AL,Passo de Camaragibe             ,Nordeste,,,,,,,,,,,,,
2019,AL,Paulo Jacinto                   ,Nordeste,,47.0,14879.4,,14879.4,,,,,,,,
2019,AL,Penedo                          ,Nordeste,,35435.0,2570741.8,42951.84,1010848.58,1210629.18,,13899.43,240789.53,2172.32,800.67,,15.0
2019,AL,Piaçabuçu                       ,Nordeste,,46.0,10382.2,,10198.2,,,,,,,,
2019,AL,Pilar                           ,Nordeste,,7943.0,1015966.17,,428857.22,579452.95,,,190271.07,531.9,,,
2019,AL,Pindoba                         ,Nordeste,,,,,,,,,,,,,
2019,AL,Piranhas                        ,Nordeste,,4131.0,307250.62,,299322.62,,,,,,,,
2019,AL,Poço das Trincheiras            ,Nordeste,,,,,,,,,,,,,
2019,AL,Porto Calvo                     ,Nordeste,,2574.0,195335.06,236.0,191845.78,,,,,,,,
2019,AL,Porto de Pedras                 ,Nordeste,,,,,,,,,,,,,
2019,AL,Porto Real do Colégio           ,Nordeste,,,,,,,,,,,,,
2019,AL,Quebrangulo                     ,Nordeste,,202.0,29335.91,,29335.91,,,,,,,,
2019,AL,Rio Largo                       ,Nordeste,,32182.0,786523.97,11.0,491984.55,148780.31,,,,,413.37,,
2019,AL,Roteiro                         ,Nordeste,,,,,,,,,,,,,
2019,AL,Santa Luzia do Norte            ,Nordeste,,,,,,,,,,,,,
2019,AL,Santana do Ipanema              ,Nordeste,,159636.0,6279090.15,70348.88,1812260.76,2649120.38,,122804.23,137744.47,9649.69,505.23,,18.0
2019,AL,Santana do Mundaú               ,Nordeste,,,,,,,,,,,,,
2019,AL,São Brás                        ,Nordeste,,,,,,,,,,,,,
2019,AL,São José da Laje                ,Nordeste,,390.0,156348.09,,156348.09,,,,,,,,
2019,AL,São José da Tapera              ,Nordeste,,706.0,183068.16,,183068.16,,,,,,137.79,,
2019,AL,São Luís do Quitunde            ,Nordeste,,926.0,136585.12,,136561.12,,,,,,358.13,,
2019,AL,São Miguel dos Campos           ,Nordeste,,118887.0,6152140.31,50561.19,1702157.4,2287626.99,,22709.39,607330.32,16869.25,5028.48,,207.0
2019,AL,São Miguel dos Milagres         ,Nordeste,,,,,,,,,,,,,
2019,AL,São Sebastião                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Satuba                          ,Nordeste,,,,,,,,,,,,,
2019,AL,Senador Rui Palmeira            ,Nordeste,,,,,,,,,,,,,
2019,AL,Tanque d'Arca                   ,Nordeste,,,,,,,,,,,,,
2019,AL,Taquarana                       ,Nordeste,,,,,,,,,,,,,
2019,AL,Teotônio Vilela                 ,Nordeste,,4604.0,333322.95,,311208.03,17325.92,,,3011.15,,,,
2019,AL,Traipu                          ,Nordeste,,64.0,14188.8,,14188.8,,,,,,,,
2019,AL,União dos Palmares              ,Nordeste,,42245.0,1793500.07,14849.82,742743.02,982663.46,,445.2,102440.76,33365.41,,,
2019,AL,Viçosa                          ,Nordeste,,4383.0,246667.88,146.0,236241.88,,,,,,252.1,,
2019,AM,Alvarães                        ,Norte,,1018.0,286277.92,,234430.7,51847.22,,,2694.52,543.08,,,
2019,AM,Amaturá                         ,Norte,,2618.0,144647.12,2469.85,123512.75,13860.52,,,2798.92,,45.93,,60.0
2019,AM,Anamã                           ,Norte,,1078.0,133066.22,57.4,97689.24,30999.58,,,4190.31,,,,
2019,AM,Anori                           ,Norte,,3763.0,202305.35,,161711.61,40593.74,,,3673.73,,,,
2019,AM,Apuí                            ,Norte,,4116.0,365445.91,197.59,195802.96,169445.36,,,29326.43,521.77,,197.59,
2019,AM,Atalaia do Norte                ,Norte,,2679.0,144732.88,1749.15,135788.11,179.62,,,,,,,5.0
2019,AM,Autazes                         ,Norte,,2057.0,384740.33,,277705.01,101275.32,,,476.09,,,,
2019,AM,Barcelos                        ,Norte,,620.0,235458.22,,142759.26,92698.96,,,17424.28,521.77,45.93,,
2019,AM,Barreirinha                     ,Norte,,5669.0,436923.66,559.45,289640.02,126308.19,,,5204.4,,1286.04,,
2019,AM,Benjamin Constant               ,Norte,,10625.0,876000.74,,431329.19,437959.55,,,22707.67,1532.94,,,
2019,AM,Beruri                          ,Norte,,1083.0,141552.23,24.2,133403.43,8124.6,,,1485.86,,45.93,,
2019,AM,Boa Vista do Ramos              ,Norte,,3264.0,217328.18,756.05,172162.39,40889.74,,,2283.3,,,,
2019,AM,Boca do Acre                    ,Norte,,3162.0,594105.83,,360056.46,234049.37,,,30159.64,521.77,45.93,,
2019,AM,Borba                           ,Norte,,17238.0,785234.75,15147.65,566337.29,165957.81,,,11098.7,,,,
2019,AM,Caapiranga                      ,Norte,,931.0,89137.53,33.2,57970.75,31133.58,,,2837.81,521.77,,,
2019,AM,Canutama                        ,Norte,,615.0,163331.93,,96615.26,66716.67,,,6612.1,,,,
2019,AM,Carauari                        ,Norte,,11216.0,618587.4,20916.12,292232.56,293277.09,,,49015.81,,43.89,143.32,
2019,AM,Careiro                         ,Norte,,4669.0,410017.8,1533.91,181767.87,214516.02,,,50606.28,,780.81,114.36,
2019,AM,Careiro da Várzea               ,Norte,,,,,,,,,,,,,
2019,AM,Coari                           ,Norte,,17649.0,2098786.43,39463.8,1198297.67,749879.13,,,161684.04,1629.24,413.37,,
2019,AM,Codajás                         ,Norte,,1889.0,271103.05,15050.75,197931.46,58120.84,,,1997.76,,,,
2019,AM,Eirunepé                        ,Norte,,7919.0,747689.82,930.0,421290.9,299860.92,,,64725.56,,,,
2019,AM,Envira                          ,Norte,,1518.0,344994.79,,238684.92,103757.87,,,12201.16,,,,
2019,AM,Fonte Boa                       ,Norte,,3521.0,462489.45,,324871.76,122393.69,,,12971.73,,,,
2019,AM,Guajará                         ,Norte,,1949.0,110753.02,545.75,105421.26,134.01,,,,,,,
2019,AM,Humaitá                         ,Norte,,5935.0,839477.95,,400918.93,432239.02,,,66378.54,1565.31,88.6,,
2019,AM,Ipixuna                         ,Norte,,5159.0,302220.85,4242.7,198469.71,94812.44,,,12776.74,,,,
2019,AM,Iranduba                        ,Norte,,833.0,235211.54,,73778.92,158920.62,,,25298.6,,,,
2019,AM,Itacoatiara                     ,Norte,,21238.0,2192155.38,1721.0,1152449.8,960832.58,,,31694.26,2606.77,,,
2019,AM,Itamarati                       ,Norte,,,,,,,,,,,,,
2019,AM,Itapiranga                      ,Norte,,679.0,52155.99,79.0,31526.99,20550.0,,,3998.83,,,,
2019,AM,Japurá                          ,Norte,,243.0,67131.81,,66846.13,285.68,,,285.68,,,,
2019,AM,Juruá                           ,Norte,,,,,,,,,,,,,
2019,AM,Jutaí                           ,Norte,,2433.0,224380.8,4016.65,156042.85,63881.3,,,7853.94,,,,
2019,AM,Lábrea                          ,Norte,,1676.0,397990.93,286.55,210513.03,184535.35,,,20568.63,,,,
2019,AM,Manacapuru                      ,Norte,,51071.0,2443198.83,51920.45,1101941.79,1201411.56,,,138293.15,,43.89,,
2019,AM,Manaquiri                       ,Norte,,826.0,100143.62,,96680.38,2847.24,,,142.84,,,,
2019,AM,Manaus                          ,Norte,,3177891.0,143196452.45,3891219.31,36963197.49,47979348.45,249572.88,8353343.32,2411084.32,891648.82,845862.75,20080.89,97185.05
2019,AM,Manicoré                        ,Norte,,16829.0,785443.16,21386.35,406506.76,322543.05,,,17614.75,1043.54,,,
2019,AM,Maraã                           ,Norte,,1267.0,70342.15,,57260.17,8817.98,,,194.72,,,,
2019,AM,Maués                           ,Norte,,11195.0,1403028.39,988.35,733444.79,631201.62,,,68571.8,3749.24,1883.13,,
2019,AM,Nhamundá                        ,Norte,,4061.0,252948.22,1.0,175219.55,67571.87,,,5427.51,,,,
2019,AM,Nova Olinda do Norte            ,Norte,,10429.0,613063.47,19920.65,408733.93,160240.89,,,4867.18,,,,2610.0
2019,AM,Novo Airão                      ,Norte,,6253.0,237543.39,1524.5,147325.42,81102.44,,,16262.47,,543.0,,
2019,AM,Novo Aripuanã                   ,Norte,,3466.0,69116.15,,69116.15,,,,,,,,
2019,AM,Parintins                       ,Norte,,17923.0,2562419.79,19917.05,1470315.76,1071818.98,,360.0,122855.43,3173.24,45.93,,117.0
2019,AM,Pauini                          ,Norte,,1283.0,174821.91,,166165.4,8656.51,,,465.59,,,,
2019,AM,Presidente Figueiredo           ,Norte,,13489.0,380541.85,189.0,214927.79,136733.06,,,14308.88,2915.3,,,
2019,AM,Rio Preto da Eva                ,Norte,,4190.0,182577.8,2.0,144081.77,30326.03,,,12828.9,,,,
2019,AM,Santa Isabel do Rio Negro       ,Norte,,1563.0,154245.46,4095.3,95401.56,51812.6,,,7618.25,,45.93,,
2019,AM,Santo Antônio do Içá            ,Norte,,1342.0,500442.02,,370347.6,130094.42,,,11659.75,,413.37,,
2019,AM,São Gabriel da Cachoeira        ,Norte,,2490.0,329838.25,,236697.41,76708.84,,,,,,,
2019,AM,São Paulo de Olivença           ,Norte,,1395.0,499219.58,,326092.2,173127.38,,,9207.22,543.08,734.88,,
2019,AM,São Sebastião do Uatumã         ,Norte,,631.0,88403.27,,74594.28,11695.47,,,142.84,,,,
2019,AM,Silves                          ,Norte,,1124.0,109473.37,72.0,91919.53,17481.84,,,4771.39,,413.37,,
2019,AM,Tabatinga                       ,Norte,,16197.0,1113480.45,2015.35,677296.92,379383.86,,732.34,18255.67,1064.85,137.79,,100.0
2019,AM,Tapauá                          ,Norte,,,,,,,,,,,,,
2019,AM,Tefé                            ,Norte,,14636.0,1773511.58,1170.95,1244145.75,493890.88,,,41622.38,543.08,8083.68,,
2019,AM,Tonantins                       ,Norte,,952.0,115436.89,2633.0,91305.23,21498.66,,,1302.74,,,,
2019,AM,Uarini                          ,Norte,,5376.0,431331.29,1282.6,223575.32,192977.37,,,7173.72,,,,
2019,AM,Urucará                         ,Norte,,2795.0,258821.97,392.2,171477.43,82271.96,,,3029.15,,,,
2019,AM,Urucurituba                     ,Norte,,507.0,43520.46,,39179.59,4340.87,,,194.72,,,,
2019,AP,Amapá                           ,Norte,,2059.0,83845.67,1.0,82700.67,,,,,,,,
2019,AP,Calçoene                        ,Norte,,2089.0,130436.07,,130436.07,,,,,,,,
2019,AP,Cutias                          ,Norte,,,,,,,,,,,,,
2019,AP,Ferreira Gomes                  ,Norte,,,,,,,,,,,,,
2019,AP,Itaubal                         ,Norte,,,,,,,,,,,,,
2019,AP,Laranjal do Jari                ,Norte,,51328.0,1544335.26,13715.1,983657.58,490345.45,,,44497.41,22089.03,2287.02,,
2019,AP,Macapá                          ,Norte,,916827.0,21748456.98,223408.85,7973494.35,7245367.87,,1911887.14,831018.41,80844.55,110879.02,1810.64,586.0
2019,AP,Mazagão                         ,Norte,,399.0,31762.11,,31762.11,,,,,,,,
2019,AP,Oiapoque                        ,Norte,,9516.0,577529.91,,386512.15,191017.76,,,23854.8,9440.06,358.13,,
2019,AP,Pedra Branca do Amapari         ,Norte,,538.0,65076.14,,65052.14,,,,,,,,
2019,AP,Porto Grande                    ,Norte,,1629.0,72325.63,37.95,70927.68,,,,,,,,
2019,AP,Pracuúba                        ,Norte,,,,,,,,,,,,,
2019,AP,Santana                         ,Norte,,117722.0,2505039.7,2059.0,1971403.63,445793.07,,,13485.45,2316.62,570.48,,162.0
2019,AP,Serra do Navio                  ,Norte,,47.0,12457.22,,12457.22,,,,,,,,
2019,AP,Tartarugalzinho                 ,Norte,,284.0,49336.69,,47992.69,,,,,,,,
2019,AP,Vitória do Jari                 ,Norte,,,,,,,,,,,,,
2019,BA,Abaíra                          ,Nordeste,,,,,,,,,,,,,
2019,BA,Abaré                           ,Nordeste,,496.0,151807.3,43.0,151703.3,,,,,,,,
2019,BA,Acajutiba                       ,Nordeste,,,,,,,,,,,,,
2019,BA,Adustina                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Água Fria                       ,Nordeste,,423.0,67235.72,,65642.82,144.9,,,,,,,
2019,BA,Aiquara                         ,Nordeste,,,,,,,,,,,,,
2019,BA,Alagoinhas                      ,Nordeste,,190700.0,5529300.84,79750.81,1955504.59,1711687.2,23273.46,290684.88,89415.13,200980.41,6763.77,,45.0
2019,BA,Alcobaça                        ,Nordeste,,5425.0,529987.27,,320149.93,198852.79,,,20788.55,8016.33,,,
2019,BA,Almadina                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Amargosa                        ,Nordeste,,6447.0,487114.17,317.0,225114.85,245710.48,,,89566.4,4344.64,,,81.0
2019,BA,Amélia Rodrigues                ,Nordeste,,2896.0,93799.75,15.0,81494.95,,,,,,,,
2019,BA,América Dourada                 ,Nordeste,,1743.0,218051.18,,206810.46,2064.72,,,,,,,
2019,BA,Anagé                           ,Nordeste,,233.0,84002.88,,83698.88,,,,,,,,
2019,BA,Andaraí                         ,Nordeste,,1974.0,127958.26,,123286.26,,,,,,734.88,,
2019,BA,Andorinha                       ,Nordeste,,,,,,,,,,,,,
2019,BA,Angical                         ,Nordeste,,,,,,,,,,,,,
2019,BA,Anguera                         ,Nordeste,,102.0,45018.21,,45018.21,,,,,,,,
2019,BA,Antas                           ,Nordeste,,17714.0,2527988.91,,1128732.14,1345000.77,,,268866.05,1586.62,,,
2019,BA,Antônio Cardoso                 ,Nordeste,,,,,,,,,,,,,
2019,BA,Antônio Gonçalves               ,Nordeste,,,,,,,,,,,,,
2019,BA,Aporá                           ,Nordeste,,,,,,,,,,,,,
2019,BA,Apuarema                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Araçás                          ,Nordeste,,513.0,23428.68,,21892.88,,,,,,,,
2019,BA,Aracatu                         ,Nordeste,,885.0,131978.86,,127562.86,,,,,,,,
2019,BA,Araci                           ,Nordeste,,8683.0,315589.63,1284.05,254388.75,49530.27,,,23805.29,,,,
2019,BA,Aramari                         ,Nordeste,,,,,,,,,,,,,
2019,BA,Arataca                         ,Nordeste,,,,,,,,,,,,,
2019,BA,Aratuípe                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Aurelino Leal                   ,Nordeste,,791.0,407791.24,,228730.64,179060.6,,,9204.49,42903.32,,,
2019,BA,Baianópolis                     ,Nordeste,,4170.0,376474.64,4.0,366062.64,,,,,,,,
2019,BA,Baixa Grande                    ,Nordeste,,5031.0,179746.1,,173154.14,,,,,,,,
2019,BA,Banzaê                          ,Nordeste,,,,,,,,,,,,,
2019,BA,Barra                           ,Nordeste,,53945.0,1782240.75,6302.59,873709.4,816380.97,,16379.43,151598.1,3643.37,2397.38,,
2019,BA,Barra da Estiva                 ,Nordeste,,32996.0,907341.15,8019.48,636410.48,213165.76,,,47011.4,543.08,7214.28,178.23,
2019,BA,Barra do Choça                  ,Nordeste,,3220.0,273440.19,,255111.36,8973.05,,,8187.34,,780.81,,
2019,BA,Barra do Mendes                 ,Nordeste,,514.0,194983.53,,194983.53,,,,,,,,
2019,BA,Barra do Rocha                  ,Nordeste,,,,,,,,,,,,,
2019,BA,Barreiras                       ,Nordeste,,1070798.0,13800395.77,299727.76,3355115.03,5476520.44,6117.26,828549.48,452858.47,355561.28,,18.46,837.0
2019,BA,Barro Alto                      ,Nordeste,,854.0,427377.6,,427377.6,,,,,,,,
2019,BA,Barrocas                        ,Nordeste,,1379.0,132162.47,1147.3,120709.37,4369.8,,,,,367.44,,
2019,BA,Barro Preto                     ,Nordeste,,29.0,11343.18,,11343.18,,,,,,734.88,,
2019,BA,Belmonte                        ,Nordeste,,6170.0,478247.11,,391245.74,71013.61,,,21756.97,543.08,,,
2019,BA,Belo Campo                      ,Nordeste,,2423.0,111094.75,692.85,94181.74,16220.16,,,8137.64,,,,9.0
2019,BA,Biritinga                       ,Nordeste,,598.0,80780.77,15.0,78109.77,,,,,,,,15.0
2019,BA,Boa Nova                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Boa Vista do Tupim              ,Nordeste,,202.0,74591.67,39.95,74551.72,,,,,,1469.76,,
2019,BA,Bom Jesus da Lapa               ,Nordeste,,19718.0,2320102.49,1309.0,931037.66,1377259.83,,,339116.45,12692.96,8599.84,,
2019,BA,Bom Jesus da Serra              ,Nordeste,,5731.0,258504.41,176.0,245908.54,966.0,,,,,,,
2019,BA,Boninal                         ,Nordeste,,1070.0,117937.76,,115381.19,,,,,,,,
2019,BA,Bonito                          ,Nordeste,,359.0,128082.02,,128082.02,,,,,,,,
2019,BA,Boquira                         ,Nordeste,,4142.0,267521.61,,202988.42,51788.15,,,2114.5,,734.88,,
2019,BA,Botuporã                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Brejões                         ,Nordeste,,2933.0,210212.51,,207764.51,,,,,,,,
2019,BA,Brejolândia                     ,Nordeste,,2040.0,123070.59,,102214.04,14088.55,,,,,,,
2019,BA,Brotas de Macaúbas              ,Nordeste,,43.0,7052.41,,6664.79,179.62,,,,,,,
2019,BA,Brumado                         ,Nordeste,,33801.0,3247505.81,11625.73,951585.86,1458140.21,,83774.27,377965.54,44883.85,22208.85,188.78,54.0
2019,BA,Buerarema                       ,Nordeste,,,,,,,,,,,,,
2019,BA,Buritirama                      ,Nordeste,,2983.0,227709.9,,216712.11,1445.79,,,340.92,,43.21,,
2019,BA,Caatiba                         ,Nordeste,,282.0,70930.84,,69690.84,,,,,,,,
2019,BA,Cabaceiras do Paraguaçu         ,Nordeste,,,,,,,,,,,,,
2019,BA,Cachoeira                       ,Nordeste,,3339.0,585513.88,,196037.17,374442.51,,,186288.81,543.08,,,
2019,BA,Caculé                          ,Nordeste,,5785.0,651250.79,,406620.28,203814.51,,,44733.16,,6981.36,,
2019,BA,Caém                            ,Nordeste,,3136.0,730065.86,,559914.66,157919.2,,,25251.68,543.08,,,
2019,BA,Caetanos                        ,Nordeste,,,,,,,,,,,,,
2019,BA,Caetité                         ,Nordeste,,10635.0,1627039.91,,628519.62,997976.48,,543.81,388996.16,17266.86,8680.77,,
2019,BA,Cafarnaum                       ,Nordeste,,2488.0,455928.02,,284781.09,160282.93,,,81511.17,1565.31,367.44,,
2019,BA,Cairu                           ,Nordeste,,,,,,,,,,,,,
2019,BA,Caldeirão Grande                ,Nordeste,,2402.0,582614.73,,347461.28,225909.45,,,36433.18,3780.25,,,
2019,BA,Camacan                         ,Nordeste,,2779.0,1743863.23,,591030.27,1152832.96,,,169392.47,,,,
2019,BA,Camaçari                        ,Nordeste,,38269.0,3686570.1,76316.31,1913429.99,1218848.94,,14503.58,108166.84,5989.16,688.95,,5.0
2019,BA,Camamu                          ,Nordeste,,,,,,,,,,,,,
2019,BA,Campo Alegre de Lourdes         ,Nordeste,,6464.0,856423.88,,637188.65,188807.23,,,54165.39,,,,
2019,BA,Campo Formoso                   ,Nordeste,,45821.0,2016471.6,5429.66,985206.53,784055.58,,,198022.43,3762.71,,,
2019,BA,Canápolis                       ,Nordeste,,4404.0,289879.89,79.0,250390.95,27029.94,,,6662.4,,,,
2019,BA,Canarana                        ,Nordeste,,2953.0,375168.17,,347606.64,11804.25,,,7868.6,,,,
2019,BA,Canavieiras                     ,Nordeste,,4465.0,369479.05,290.32,286397.68,47093.06,,,13912.34,,,,
2019,BA,Candeal                         ,Nordeste,,49.0,14561.55,,14561.55,,,,,,,,
2019,BA,Candeias                        ,Nordeste,,49918.0,3735332.37,9059.6,1243359.9,287528.0,,,2303.39,23288.66,3527.42,,
2019,BA,Candiba                         ,Nordeste,,2186.0,341456.65,,195146.77,130141.88,,,24321.39,,3306.96,,
2019,BA,Cândido Sales                   ,Nordeste,,2650.0,539865.3,,528473.3,,,,,,,,
2019,BA,Cansanção                       ,Nordeste,,1608.0,571173.18,3852.75,489151.45,78168.98,,,15535.54,,,,
2019,BA,Canudos                         ,Nordeste,,2570.0,265025.43,,219535.66,29617.83,,,,,45.93,,
